order_no,sku,product_name,product_category,source,region_code,qty,gross_amount,cost_amount,sale_date
CS-00240,SKU-ELE-9534,USB 充电器,electronics,catalog,north,1,89.87,65.2,2025-07-23T10:00:00Z
CS-00241,SKU-HOM-7358,挂钟,home,e_commerce,north,3,245.4,,2025-11-29T15:00:00Z
CS-00242,SKU-ELE-6071,无线耳机,electronics,retail_store,east,1,64.01,40.76,2025-01-15T21:00:00Z
CS-00243,SKU-HOM-6990,保温杯,home,retail_store,south,3,166.53,119.55,2025-12-19T19:00:00Z
CS-00244,SKU-ELE-6399,智能手表,electronics,e_commerce,east,3,320.04,192.53,2025-07-07T10:00:00Z
CS-00245,SKU-HOM-8729,台灯,home,retail_store,west,6,339.0,240.61,2025-08-28T09:00:00Z
CS-00246,SKU-ELE-1932,USB 充电器,electronics,e_commerce,west,3,275.94,189.63,2025-12-04T21:00:00Z
CS-00247,SKU-APP-7765,运动外套,apparel,e_commerce,south,1,38.04,32.28,2025-11-23T18:00:00Z
CS-00248,SKU-ELE-3127,机械键盘,electronics,catalog,north,3,283.02,172.25,2025-06-22T13:00:00Z
CS-00249,SKU-ELE-6121,无线耳机,electronics,retail_store,north,1,61.12,40.49,2025-03-03T08:00:00Z
CS-00250,SKU-HOM-2622,台灯,home,catalog,south,3,185.97,139.19,2025-09-19T10:00:00Z
CS-00251,SKU-ELE-2681,智能手表,electronics,e_commerce,north,2,53.72,,2025-06-18T19:00:00Z
CS-00252,SKU-ELE-4927,蓝牙音箱,electronics,catalog,south,1,15.52,,2025-03-30T09:00:00Z
CS-00253,SKU-APP-3099,针织毛衣,apparel,e_commerce,east,3,79.98,65.99,2025-05-02T14:00:00Z
CS-00254,SKU-ELE-2937,无线耳机,electronics,e_commerce,east,2,61.04,45.65,2025-05-04T15:00:00Z
CS-00255,SKU-APP-1316,牛仔裤,apparel,e_commerce,south,5,312.7,207.57,2025-02-12T11:00:00Z
CS-00256,SKU-ELE-7490,无线耳机,electronics,catalog,north,1,106.63,69.19,2025-05-12T10:00:00Z
CS-00257,SKU-ELE-7783,蓝牙音箱,electronics,catalog,west,5,241.7,163.6,2025-11-15T11:00:00Z
CS-00258,SKU-HOM-2921,挂钟,home,e_commerce,north,4,181.64,,2025-04-09T18:00:00Z
CS-00259,SKU-ELE-5402,无线耳机,electronics,retail_store,north,5,286.05,207.21,2025-08-06T10:00:00Z
CS-00260,SKU-ELE-4600,无线耳机,electronics,e_commerce,west,2,14.18,10.05,2025-07-01T17:00:00Z
CS-00261,SKU-ELE-8333,蓝牙音箱,electronics,e_commerce,east,2,233.8,141.13,2025-06-06T20:00:00Z
CS-00262,SKU-HOM-2496,地毯,home,e_commerce,north,1,104.22,,2025-08-02T10:00:00Z
CS-00263,SKU-HOM-9369,收纳盒,home,retail_store,north,2,121.82,88.66,2025-10-06T13:00:00Z
CS-00264,SKU-ELE-6466,机械键盘,electronics,e_commerce,north,1,95.34,72.22,2025-05-10T13:00:00Z
CS-00265,SKU-APP-6777,针织毛衣,apparel,e_commerce,north,4,38.12,30.59,2025-01-23T13:00:00Z
CS-00266,SKU-APP-6997,运动外套,apparel,e_commerce,west,1,97.56,61.18,2025-06-28T11:00:00Z
CS-00267,SKU-ELE-2977,USB 充电器,electronics,retail_store,north,5,232.9,167.93,2025-06-20T18:00:00Z
CS-00268,SKU-HOM-5350,保温杯,home,e_commerce,west,1,76.24,54.73,2025-11-15T11:00:00Z
CS-00269,SKU-ELE-8601,USB 充电器,electronics,e_commerce,north,1,72.67,55.42,2025-12-26T12:00:00Z
CS-00270,SKU-ELE-9828,机械键盘,electronics,catalog,east,3,222.69,186.36,2025-06-15T17:00:00Z
CS-00271,SKU-APP-5893,纯棉T恤,apparel,e_commerce,south,2,25.18,18.27,2025-09-20T09:00:00Z
CS-00272,SKU-ELE-1781,机械键盘,electronics,e_commerce,east,5,308.75,213.95,2025-07-25T12:00:00Z
CS-00273,SKU-APP-8354,牛仔裤,apparel,retail_store,west,3,113.1,83.04,2025-12-09T20:00:00Z
CS-00274,SKU-APP-5755,运动外套,apparel,e_commerce,east,2,117.78,93.36,2025-07-21T08:00:00Z
CS-00275,SKU-ELE-5423,智能手表,electronics,retail_store,west,3,182.04,129.49,2025-02-15T10:00:00Z
CS-00276,SKU-HOM-4595,地毯,home,e_commerce,south,5,108.15,,2025-12-25T16:00:00Z
CS-00277,SKU-APP-2920,针织毛衣,apparel,e_commerce,south,3,24.96,21.01,2025-07-05T12:00:00Z
CS-00278,SKU-HOM-9266,保温杯,home,e_commerce,north,2,75.56,52.37,2025-10-27T17:00:00Z
CS-00279,SKU-ELE-7186,智能手表,electronics,retail_store,west,4,162.96,101.91,2025-05-18T15:00:00Z
CS-00280,SKU-ELE-2315,蓝牙音箱,electronics,retail_store,south,3,227.31,159.11,2025-12-29T19:00:00Z
CS-00281,SKU-APP-6929,卫衣,apparel,e_commerce,south,1,42.65,35.95,2025-04-22T14:00:00Z
CS-00282,SKU-APP-9540,运动外套,apparel,e_commerce,south,3,29.49,19.74,2025-10-07T19:00:00Z
CS-00283,SKU-HOM-4228,挂钟,home,e_commerce,north,4,450.64,289.33,2025-08-31T18:00:00Z
CS-00284,SKU-APP-3028,运动外套,apparel,e_commerce,south,2,51.16,31.28,2025-07-01T16:00:00Z
CS-00285,SKU-APP-7831,卫衣,apparel,retail_store,west,5,38.1,,2025-11-30T21:00:00Z
CS-00286,SKU-HOM-9281,地毯,home,catalog,south,3,293.07,248.36,2025-12-06T14:00:00Z
CS-00287,SKU-ELE-4550,无线耳机,electronics,e_commerce,south,4,306.04,,2025-11-29T17:00:00Z
CS-00288,SKU-ELE-6077,蓝牙音箱,electronics,e_commerce,west,5,126.4,85.13,2025-08-08T17:00:00Z
CS-00289,SKU-ELE-7219,USB 充电器,electronics,e_commerce,west,1,40.46,31.02,2025-01-26T20:00:00Z
CS-00290,SKU-HOM-2971,收纳盒,home,e_commerce,north,5,68.25,42.91,2025-08-20T19:00:00Z
CS-00291,SKU-ELE-2379,智能手表,electronics,e_commerce,north,2,193.02,128.51,2025-11-30T19:00:00Z
CS-00292,SKU-APP-8900,运动外套,apparel,retail_store,east,1,115.38,79.76,2025-03-17T14:00:00Z
CS-00293,SKU-ELE-2718,蓝牙音箱,electronics,retail_store,east,2,218.58,149.12,2025-09-05T18:00:00Z
CS-00294,SKU-ELE-2162,智能手表,electronics,e_commerce,east,3,315.06,265.45,2025-03-30T10:00:00Z
CS-00295,SKU-HOM-3450,台灯,home,catalog,east,5,496.05,304.91,2025-07-22T15:00:00Z
CS-00296,SKU-HOM-2330,台灯,home,e_commerce,east,2,233.06,191.55,2025-09-14T20:00:00Z
CS-00297,SKU-ELE-5222,智能手表,electronics,e_commerce,north,6,108.24,80.71,2025-09-04T12:00:00Z
CS-00298,SKU-ELE-8697,机械键盘,electronics,catalog,west,3,218.28,,2025-11-15T20:00:00Z
CS-00299,SKU-APP-6762,纯棉T恤,apparel,retail_store,west,3,167.1,128.85,2025-02-19T15:00:00Z
CS-00300,SKU-HOM-4783,收纳盒,home,e_commerce,west,1,12.58,,2025-08-08T16:00:00Z
CS-00301,SKU-ELE-7169,USB 充电器,electronics,retail_store,north,6,101.7,,2025-05-27T18:00:00Z
CS-00302,SKU-HOM-4536,保温杯,home,retail_store,west,1,94.1,61.59,2025-06-19T16:00:00Z
CS-00303,SKU-ELE-3427,蓝牙音箱,electronics,retail_store,east,1,25.15,19.45,2025-01-10T14:00:00Z
CS-00304,SKU-APP-8558,卫衣,apparel,e_commerce,east,2,237.74,166.53,2025-01-30T15:00:00Z
CS-00305,SKU-APP-8361,运动外套,apparel,retail_store,west,2,111.22,90.88,2025-06-13T16:00:00Z
CS-00306,SKU-HOM-4104,台灯,home,e_commerce,west,3,201.87,124.78,2025-08-21T10:00:00Z
CS-00307,SKU-ELE-4404,蓝牙音箱,electronics,retail_store,west,4,456.6,293.54,2025-03-11T09:00:00Z
CS-00308,SKU-APP-4484,运动外套,apparel,retail_store,south,1,43.58,36.04,2025-09-04T18:00:00Z
CS-00309,SKU-APP-7137,运动外套,apparel,retail_store,south,6,187.32,154.0,2025-02-26T16:00:00Z
CS-00310,SKU-APP-1337,纯棉T恤,apparel,e_commerce,east,3,37.86,,2025-05-01T09:00:00Z
CS-00311,SKU-ELE-1388,无线耳机,electronics,e_commerce,east,5,479.85,359.49,2025-11-05T09:00:00Z
CS-00312,SKU-HOM-9386,保温杯,home,e_commerce,east,2,33.52,23.42,2025-11-10T15:00:00Z
CS-00313,SKU-APP-6623,针织毛衣,apparel,e_commerce,west,1,80.01,59.85,2025-10-11T09:00:00Z
CS-00314,SKU-ELE-6067,机械键盘,electronics,retail_store,east,4,449.4,303.52,2025-04-06T15:00:00Z
CS-00315,SKU-ELE-2477,无线耳机,electronics,e_commerce,north,5,421.55,284.69,2025-12-19T19:00:00Z
CS-00316,SKU-HOM-9356,挂钟,home,e_commerce,north,3,21.18,16.25,2025-07-16T08:00:00Z
CS-00317,SKU-APP-9629,运动外套,apparel,e_commerce,south,4,303.56,212.45,2025-11-13T15:00:00Z
CS-00318,SKU-ELE-2685,无线耳机,electronics,e_commerce,north,6,288.78,201.24,2025-03-14T14:00:00Z
CS-00319,SKU-HOM-6997,地毯,home,e_commerce,north,1,112.77,75.04,2025-12-22T13:00:00Z
CS-00320,SKU-APP-5119,纯棉T恤,apparel,retail_store,east,2,67.78,56.87,2025-03-19T20:00:00Z
CS-00321,SKU-APP-1312,卫衣,apparel,retail_store,north,4,285.16,,2025-08-16T18:00:00Z
CS-00322,SKU-HOM-3905,挂钟,home,e_commerce,north,4,26.28,19.55,2025-01-21T14:00:00Z
CS-00323,SKU-HOM-3615,台灯,home,e_commerce,south,3,131.67,,2025-12-02T19:00:00Z
CS-00324,SKU-HOM-2221,挂钟,home,e_commerce,,5,386.75,314.83,2025-10-05T13:00:00Z
CS-00325,SKU-ELE-5705,智能手表,electronics,e_commerce,west,4,341.84,253.47,2025-09-13T08:00:00Z
CS-00326,SKU-HOM-4268,保温杯,home,retail_store,north,4,193.0,143.06,2025-11-09T13:00:00Z
CS-00327,SKU-ELE-3109,蓝牙音箱,electronics,e_commerce,south,5,530.65,446.19,2025-02-13T09:00:00Z
CS-00328,SKU-ELE-5530,蓝牙音箱,electronics,retail_store,west,3,135.24,94.28,2025-05-13T09:00:00Z
CS-00329,SKU-APP-8843,卫衣,apparel,retail_store,south,1,48.58,41.25,2025-09-28T16:00:00Z
CS-00330,SKU-HOM-3594,地毯,home,catalog,east,2,29.68,,2025-10-19T12:00:00Z
CS-00331,SKU-HOM-5144,地毯,home,catalog,north,3,61.02,38.77,2025-04-23T19:00:00Z
CS-00332,SKU-APP-3865,牛仔裤,apparel,e_commerce,west,1,84.78,58.12,2025-11-02T08:00:00Z
CS-00333,SKU-ELE-2566,智能手表,electronics,e_commerce,west,3,137.82,92.62,2025-04-28T11:00:00Z
CS-00334,SKU-APP-4304,卫衣,apparel,retail_store,north,1,30.19,24.01,2025-06-08T12:00:00Z
CS-00335,SKU-HOM-8129,保温杯,home,e_commerce,north,2,164.54,124.63,2025-03-29T12:00:00Z
CS-00336,SKU-HOM-4755,保温杯,home,e_commerce,north,1,56.03,38.44,2025-07-10T12:00:00Z
CS-00337,SKU-ELE-1502,智能手表,electronics,catalog,east,3,124.35,99.38,2025-01-08T18:00:00Z
CS-00338,SKU-ELE-5553,智能手表,electronics,retail_store,south,1,29.15,19.98,2025-03-11T16:00:00Z
CS-00339,SKU-ELE-3522,无线耳机,electronics,catalog,west,1,56.03,44.44,2025-06-29T10:00:00Z
CS-00340,SKU-APP-6023,卫衣,apparel,e_commerce,north,2,29.66,,2025-08-13T18:00:00Z
CS-00341,SKU-ELE-6753,蓝牙音箱,electronics,retail_store,east,3,209.19,142.89,2025-03-15T20:00:00Z
CS-00342,SKU-HOM-5533,保温杯,home,retail_store,west,5,310.05,198.08,2025-04-08T15:00:00Z
CS-00343,SKU-HOM-1582,收纳盒,home,retail_store,north,1,114.78,96.33,2025-03-08T21:00:00Z
CS-00344,SKU-ELE-5893,USB 充电器,electronics,e_commerce,north,5,466.05,308.82,2025-08-21T10:00:00Z
CS-00345,SKU-APP-4890,纯棉T恤,apparel,e_commerce,east,3,114.54,79.72,2025-05-07T15:00:00Z
CS-00346,SKU-HOM-1489,挂钟,home,retail_store,east,1,106.46,68.6,2025-09-27T17:00:00Z
CS-00347,SKU-ELE-7293,智能手表,electronics,catalog,south,2,54.64,36.09,2025-04-21T16:00:00Z
CS-00348,SKU-HOM-6911,台灯,home,e_commerce,east,3,214.2,149.05,2025-01-04T21:00:00Z
CS-00349,SKU-ELE-5480,蓝牙音箱,electronics,catalog,north,1,105.13,66.29,2025-12-07T18:00:00Z
CS-00350,SKU-ELE-5711,无线耳机,electronics,e_commerce,east,1,51.47,32.32,2025-03-15T14:00:00Z
CS-00351,SKU-ELE-7640,USB 充电器,electronics,e_commerce,south,5,127.9,94.92,2025-09-27T16:00:00Z
CS-00352,SKU-APP-2261,卫衣,apparel,e_commerce,west,5,536.9,424.99,2025-08-23T19:00:00Z
CS-00353,SKU-ELE-2132,蓝牙音箱,electronics,e_commerce,west,1,38.65,32.2,2025-05-24T14:00:00Z
CS-00354,SKU-APP-2935,针织毛衣,apparel,e_commerce,south,2,39.22,27.87,2025-06-14T20:00:00Z
CS-00355,SKU-HOM-3187,保温杯,home,retail_store,south,2,53.24,33.43,2025-02-19T12:00:00Z
CS-00356,SKU-ELE-4838,蓝牙音箱,electronics,e_commerce,north,1,21.3,,2025-07-14T12:00:00Z
CS-00357,SKU-APP-9555,卫衣,apparel,retail_store,west,1,33.94,28.49,2025-02-10T21:00:00Z
CS-00358,SKU-APP-7931,针织毛衣,apparel,retail_store,east,4,36.52,25.4,2025-09-05T14:00:00Z
CS-00359,SKU-APP-1940,牛仔裤,apparel,retail_store,north,2,146.28,113.1,2025-07-19T18:00:00Z
CS-00360,SKU-APP-7473,纯棉T恤,apparel,e_commerce,north,1,58.25,,2025-12-16T14:00:00Z
CS-00361,SKU-APP-3323,运动外套,apparel,e_commerce,north,4,429.12,359.64,2025-04-06T12:00:00Z
CS-00362,SKU-ELE-1567,USB 充电器,electronics,e_commerce,south,3,18.18,12.73,2025-02-02T20:00:00Z
CS-00363,SKU-HOM-5857,地毯,home,catalog,north,3,275.79,,2025-05-17T21:00:00Z
CS-00364,SKU-ELE-3421,无线耳机,electronics,retail_store,north,1,16.68,10.3,2025-03-24T12:00:00Z
CS-00365,SKU-HOM-4592,收纳盒,home,retail_store,east,3,74.49,49.26,2025-07-21T19:00:00Z
CS-00366,SKU-ELE-1785,机械键盘,electronics,e_commerce,west,2,31.5,19.38,2025-06-02T20:00:00Z
CS-00367,SKU-HOM-8396,收纳盒,home,retail_store,west,3,44.94,33.79,2025-04-25T15:00:00Z
CS-00368,SKU-APP-3310,纯棉T恤,apparel,retail_store,south,5,256.1,160.03,2025-07-07T13:00:00Z
CS-00369,SKU-APP-2950,针织毛衣,apparel,e_commerce,south,6,677.46,420.22,2025-08-16T16:00:00Z
CS-00370,SKU-ELE-8279,USB 充电器,electronics,e_commerce,south,1,55.99,39.24,2025-09-21T15:00:00Z
CS-00371,SKU-APP-1049,纯棉T恤,apparel,e_commerce,north,3,171.72,119.19,2025-06-26T19:00:00Z
CS-00372,SKU-ELE-1172,智能手表,electronics,catalog,west,1,108.45,88.13,2025-06-20T17:00:00Z
CS-00373,SKU-APP-8824,牛仔裤,apparel,retail_store,west,1,21.83,13.19,2025-12-28T15:00:00Z
CS-00374,SKU-APP-6317,纯棉T恤,apparel,e_commerce,east,1,26.56,20.56,2025-11-18T12:00:00Z
CS-00375,SKU-ELE-8878,USB 充电器,electronics,retail_store,south,3,154.35,122.31,2025-10-21T20:00:00Z
CS-00376,SKU-ELE-7535,USB 充电器,electronics,retail_store,west,2,46.94,33.72,2025-05-24T09:00:00Z
CS-00377,SKU-APP-6359,针织毛衣,apparel,retail_store,west,1,56.14,34.78,2025-04-27T09:00:00Z
CS-00378,SKU-ELE-6033,智能手表,electronics,e_commerce,east,3,46.77,35.1,2025-02-08T16:00:00Z
CS-00379,SKU-APP-7398,纯棉T恤,apparel,e_commerce,south,4,463.08,363.65,2025-08-09T11:00:00Z
CS-00380,SKU-ELE-7467,USB 充电器,electronics,e_commerce,south,2,85.12,58.89,2025-10-06T12:00:00Z
CS-00381,SKU-ELE-9384,USB 充电器,electronics,e_commerce,east,2,238.38,159.61,2025-04-05T16:00:00Z
CS-00382,SKU-ELE-7955,机械键盘,electronics,e_commerce,south,3,330.39,241.74,2025-03-09T08:00:00Z
CS-00383,SKU-HOM-7031,收纳盒,home,e_commerce,north,5,124.6,87.42,2025-12-14T20:00:00Z
CS-00384,SKU-APP-7263,卫衣,apparel,retail_store,east,3,57.72,45.78,2025-12-29T08:00:00Z
CS-00385,SKU-ELE-2158,机械键盘,electronics,e_commerce,east,3,175.14,108.07,2025-12-21T21:00:00Z
CS-00386,SKU-ELE-6153,蓝牙音箱,electronics,e_commerce,south,1,92.81,72.16,2025-06-24T19:00:00Z
CS-00387,SKU-ELE-7358,机械键盘,electronics,e_commerce,south,5,332.4,212.93,2025-02-01T08:00:00Z
CS-00388,SKU-HOM-2649,台灯,home,e_commerce,south,2,165.8,138.89,2025-05-16T09:00:00Z
CS-00389,SKU-ELE-3066,蓝牙音箱,electronics,e_commerce,west,3,125.28,88.03,2025-10-18T13:00:00Z
CS-00390,SKU-ELE-1219,蓝牙音箱,electronics,retail_store,west,3,106.23,68.43,2025-08-01T16:00:00Z
CS-00391,SKU-HOM-8891,收纳盒,home,e_commerce,east,1,6.15,3.93,2025-03-07T13:00:00Z
CS-00392,SKU-APP-8393,卫衣,apparel,e_commerce,south,1,6.66,,2025-05-05T18:00:00Z
CS-00393,SKU-HOM-1590,保温杯,home,retail_store,west,5,594.35,419.05,2025-12-15T09:00:00Z
CS-00394,SKU-HOM-3992,挂钟,home,e_commerce,east,3,258.27,176.44,2025-03-24T11:00:00Z
CS-00395,SKU-HOM-8943,收纳盒,home,e_commerce,,2,210.2,149.15,2025-07-01T18:00:00Z
CS-00396,SKU-ELE-3758,USB 充电器,electronics,e_commerce,south,5,272.95,211.81,2025-02-08T16:00:00Z
CS-00397,SKU-ELE-7537,无线耳机,electronics,retail_store,north,2,225.72,186.58,2025-06-17T20:00:00Z
CS-00398,SKU-ELE-4959,蓝牙音箱,electronics,e_commerce,east,3,353.82,223.02,2025-09-19T14:00:00Z
CS-00399,SKU-HOM-4040,收纳盒,home,e_commerce,east,2,18.46,15.47,2025-07-22T19:00:00Z
CS-00400,SKU-APP-4340,运动外套,apparel,retail_store,west,4,471.28,350.16,2025-10-02T11:00:00Z
CS-00401,SKU-APP-7378,卫衣,apparel,retail_store,west,1,118.27,81.11,2025-09-14T14:00:00Z
CS-00402,SKU-APP-8933,牛仔裤,apparel,catalog,east,4,371.6,306.94,2025-10-02T11:00:00Z
CS-00403,SKU-APP-5423,卫衣,apparel,retail_store,east,3,319.77,236.27,2025-03-07T11:00:00Z
CS-00404,SKU-APP-9262,针织毛衣,apparel,retail_store,north,1,39.36,26.62,2025-04-01T13:00:00Z
CS-00405,SKU-ELE-5080,USB 充电器,electronics,catalog,south,1,85.96,62.98,2025-11-16T18:00:00Z
CS-00406,SKU-APP-1612,针织毛衣,apparel,catalog,,2,25.32,18.08,2025-01-18T15:00:00Z
CS-00407,SKU-ELE-2116,无线耳机,electronics,e_commerce,east,6,529.08,399.86,2025-11-20T20:00:00Z
CS-00408,SKU-ELE-2311,机械键盘,electronics,e_commerce,north,1,59.44,41.3,2025-05-22T20:00:00Z
CS-00409,SKU-APP-2551,纯棉T恤,apparel,e_commerce,north,2,10.4,,2025-05-31T09:00:00Z
CS-00410,SKU-HOM-3354,收纳盒,home,e_commerce,south,1,17.36,12.68,2025-02-19T08:00:00Z
CS-00411,SKU-ELE-6270,机械键盘,electronics,e_commerce,north,1,62.2,52.38,2025-01-14T20:00:00Z
CS-00412,SKU-ELE-8714,机械键盘,electronics,e_commerce,west,1,46.24,34.9,2025-12-29T14:00:00Z
CS-00413,SKU-APP-3514,运动外套,apparel,retail_store,east,3,122.4,88.81,2025-07-03T18:00:00Z
CS-00414,SKU-APP-6878,牛仔裤,apparel,retail_store,west,1,17.64,14.94,2025-05-19T20:00:00Z
CS-00415,SKU-APP-7191,牛仔裤,apparel,catalog,north,1,35.29,23.97,2025-08-30T18:00:00Z
CS-00416,SKU-ELE-4211,机械键盘,electronics,retail_store,west,2,173.84,124.01,2025-02-13T11:00:00Z
CS-00417,SKU-APP-4505,牛仔裤,apparel,retail_store,north,1,119.57,,2025-12-17T19:00:00Z
CS-00418,SKU-ELE-7766,智能手表,electronics,retail_store,north,2,58.46,40.37,2025-03-22T16:00:00Z
CS-00419,SKU-APP-8523,卫衣,apparel,e_commerce,north,6,598.74,461.5,2025-05-31T19:00:00Z
CS-00420,SKU-APP-7713,针织毛衣,apparel,e_commerce,north,4,248.08,173.23,2025-04-02T13:00:00Z
CS-00421,SKU-ELE-8605,机械键盘,electronics,e_commerce,north,1,110.0,79.21,2025-05-06T13:00:00Z
CS-00422,SKU-HOM-7430,保温杯,home,e_commerce,north,5,454.0,275.69,2025-12-10T12:00:00Z
CS-00423,SKU-ELE-1183,智能手表,electronics,retail_store,east,1,113.67,,2025-05-30T14:00:00Z
CS-00424,SKU-ELE-1709,无线耳机,electronics,retail_store,,3,268.41,191.25,2025-03-21T21:00:00Z
CS-00425,SKU-APP-4877,运动外套,apparel,e_commerce,east,3,268.56,195.78,2025-03-30T18:00:00Z
CS-00426,SKU-ELE-4661,机械键盘,electronics,retail_store,west,3,111.84,75.71,2025-12-17T18:00:00Z
CS-00427,SKU-APP-7554,运动外套,apparel,e_commerce,west,5,262.5,205.41,2025-04-25T10:00:00Z
CS-00428,SKU-ELE-5447,智能手表,electronics,e_commerce,east,5,365.05,225.86,2025-01-09T16:00:00Z
CS-00429,SKU-APP-1452,纯棉T恤,apparel,retail_store,north,3,251.7,,2025-11-24T18:00:00Z
CS-00430,SKU-ELE-6146,蓝牙音箱,electronics,e_commerce,west,3,93.54,63.13,2025-01-06T09:00:00Z
CS-00431,SKU-ELE-7339,智能手表,electronics,retail_store,south,1,40.07,33.86,2025-05-24T20:00:00Z
CS-00432,SKU-ELE-4405,USB 充电器,electronics,e_commerce,south,5,411.9,284.85,2025-07-13T17:00:00Z
CS-00433,SKU-APP-2672,卫衣,apparel,e_commerce,north,2,209.14,135.29,2025-07-12T11:00:00Z
CS-00434,SKU-APP-7751,卫衣,apparel,e_commerce,west,1,79.44,56.87,2025-01-12T14:00:00Z
CS-00435,SKU-APP-2483,卫衣,apparel,e_commerce,north,3,57.18,40.82,2025-08-28T08:00:00Z
CS-00436,SKU-ELE-2268,机械键盘,electronics,e_commerce,north,3,155.67,98.57,2025-07-08T10:00:00Z
CS-00437,SKU-HOM-9065,台灯,home,retail_store,east,6,278.1,,2025-02-17T12:00:00Z
CS-00438,SKU-HOM-7372,台灯,home,catalog,east,4,179.32,118.02,2025-04-01T11:00:00Z
CS-00439,SKU-ELE-4166,无线耳机,electronics,e_commerce,north,1,82.86,60.41,2025-12-11T13:00:00Z
CS-00440,SKU-ELE-3504,USB 充电器,electronics,e_commerce,south,1,91.05,69.23,2025-11-30T17:00:00Z
CS-00441,SKU-ELE-1619,蓝牙音箱,electronics,retail_store,west,1,51.06,31.86,2025-09-24T11:00:00Z
CS-00442,SKU-APP-5714,卫衣,apparel,e_commerce,north,4,441.64,293.35,2025-08-23T20:00:00Z
CS-00443,SKU-HOM-2274,收纳盒,home,retail_store,west,3,359.37,275.05,2025-05-24T18:00:00Z
CS-00444,SKU-HOM-9095,台灯,home,e_commerce,east,2,167.24,100.46,2025-11-21T16:00:00Z
CS-00445,SKU-HOM-7152,收纳盒,home,e_commerce,north,1,96.29,80.03,2025-10-01T21:00:00Z
CS-00446,SKU-ELE-5252,智能手表,electronics,retail_store,south,2,109.34,91.85,2025-01-01T17:00:00Z
CS-00447,SKU-APP-7888,针织毛衣,apparel,retail_store,east,2,15.92,12.79,2025-09-13T17:00:00Z
CS-00448,SKU-HOM-2690,台灯,home,catalog,north,3,212.49,156.52,2025-01-19T14:00:00Z
CS-00449,SKU-ELE-5606,无线耳机,electronics,e_commerce,north,5,555.5,346.41,2025-06-15T21:00:00Z
CS-00450,SKU-HOM-2481,挂钟,home,e_commerce,north,4,133.8,83.71,2025-05-17T18:00:00Z
CS-00451,SKU-ELE-9770,智能手表,electronics,e_commerce,south,3,206.73,127.36,2025-07-13T15:00:00Z
CS-00452,SKU-APP-4686,针织毛衣,apparel,retail_store,east,2,134.12,90.09,2025-05-20T18:00:00Z
CS-00453,SKU-ELE-2819,无线耳机,electronics,retail_store,north,4,317.84,219.48,2025-08-13T15:00:00Z
CS-00454,SKU-APP-3853,卫衣,apparel,e_commerce,south,1,32.7,24.71,2025-10-22T08:00:00Z
CS-00455,SKU-ELE-2947,蓝牙音箱,electronics,retail_store,east,1,18.16,14.13,2025-02-16T08:00:00Z
CS-00456,SKU-APP-7704,牛仔裤,apparel,e_commerce,south,5,507.45,384.88,2025-10-27T20:00:00Z
CS-00457,SKU-APP-3680,纯棉T恤,apparel,retail_store,east,3,209.61,,2025-09-05T10:00:00Z
CS-00458,SKU-ELE-4107,无线耳机,electronics,e_commerce,west,5,167.0,110.41,2025-01-07T21:00:00Z
CS-00459,SKU-HOM-9663,收纳盒,home,catalog,west,1,22.46,17.98,2025-06-24T09:00:00Z
CS-00460,SKU-HOM-2717,保温杯,home,e_commerce,west,4,357.24,215.88,2025-08-11T13:00:00Z
CS-00461,SKU-APP-8846,纯棉T恤,apparel,retail_store,west,3,254.61,176.88,2025-03-10T16:00:00Z
CS-00462,SKU-ELE-4521,智能手表,electronics,e_commerce,east,1,62.55,43.33,2025-09-24T18:00:00Z
CS-00463,SKU-APP-6567,运动外套,apparel,retail_store,east,2,83.22,58.77,2025-08-31T12:00:00Z
CS-00464,SKU-HOM-8994,挂钟,home,e_commerce,south,3,163.26,117.41,2025-04-07T08:00:00Z
CS-00465,SKU-HOM-5832,台灯,home,e_commerce,west,2,122.16,85.76,2025-02-08T13:00:00Z
CS-00466,SKU-HOM-2079,地毯,home,e_commerce,south,4,172.8,132.43,2025-11-15T16:00:00Z
CS-00467,SKU-HOM-9879,挂钟,home,retail_store,east,6,388.8,284.4,2025-09-15T09:00:00Z
CS-00468,SKU-ELE-9935,智能手表,electronics,catalog,south,2,229.0,160.24,2025-07-04T17:00:00Z
CS-00469,SKU-APP-7864,牛仔裤,apparel,catalog,north,1,70.67,47.13,2025-10-12T09:00:00Z
CS-00470,SKU-HOM-7658,保温杯,home,e_commerce,south,1,103.78,63.28,2025-07-04T09:00:00Z
CS-00471,SKU-ELE-1636,智能手表,electronics,e_commerce,west,1,12.47,8.35,2025-02-25T15:00:00Z
CS-00472,SKU-HOM-2222,地毯,home,e_commerce,east,2,46.78,29.49,2025-07-16T16:00:00Z
CS-00473,SKU-HOM-8585,挂钟,home,retail_store,north,1,60.04,41.15,2025-09-02T13:00:00Z
CS-00474,SKU-ELE-8253,机械键盘,electronics,e_commerce,south,2,56.54,47.1,2025-01-04T10:00:00Z
CS-00475,SKU-ELE-7638,蓝牙音箱,electronics,catalog,west,1,57.54,36.07,2025-01-14T09:00:00Z
CS-00476,SKU-APP-6692,针织毛衣,apparel,e_commerce,west,3,78.69,54.69,2025-08-15T14:00:00Z
CS-00477,SKU-HOM-2024,收纳盒,home,retail_store,east,3,216.87,180.37,2025-08-31T15:00:00Z
CS-00478,SKU-APP-9573,针织毛衣,apparel,catalog,west,1,41.01,26.53,2025-07-03T18:00:00Z
